"chainid","lastupdatedate","subchainid","storeid","bikoretno","storetype","chainname","subchainname","storename","address","city","zipcode","xmldocversion","lastupdatetime","latitude","longitude","address.full","chainname_en","provider"
7290055700007,"20150706",15,366,0,1,"רשת מגה","YOU יו","בית שאן YOU","1 הגלבוע","בית-שאן","201407",NA,"10141",32.4970838,35.4942302,"1 הגלבוע,בית-שאן","mega","private"
7290055700007,"20150706",9,367,0,1,"רשת מגה","מגה","מגה קניון ירושלים  ע","קניון מלחה","ירושלים","201311",NA,"10141",31.752201,35.18606,"קניון מלחה,ירושלים","mega","private"
7290055700007,"20150706",18,368,0,1,"רשת מגה","זול בשפע","ש. בית שמש","נחל סורק פינת הקישון","בית-שמש","201106",NA,"10141",31.747041,34.988099,"נחל סורק פינת הקישון,בית-שמש","mega","private"
7290055700007,"20150706",5,369,0,1,"רשת מגה","מגה בעיר","מב. מרום נווה","7 לנדאו","רמת-גן","200805",NA,"10141",32.0719015,34.8287104,"7 לנדאו,רמת-גן","mega","private"
7290055700007,"20150706",5,370,0,1,"רשת מגה","מגה בעיר","מב. נווה זאב","64 יוהנה זבוטינסקי","באר-שבע","200901",NA,"10141",31.2364747,34.7708658,"64 יוהנה זבוטינסקי,באר-שבע","mega","private"
7290055700007,"20150706",18,371,0,1,"רשת מגה","זול בשפע","ש. בני-ברק","השלשה 35 פינת השומר","בני-ברק","201106",NA,"10141",32.084932,34.835226,"השלשה 35 פינת השומר,בני-ברק","mega","private"
7290055700007,"20150706",15,372,0,1,"רשת מגה","YOU יו","דימונה YOU","הסדנה א.תעשיה","דימונה","201405",NA,"10141",31.062123,35.024309,"הסדנה א.תעשיה,דימונה","mega","private"
7290055700007,"20150706",15,373,0,1,"רשת מגה","YOU יו","עכו YOU","1 שלום הגליל","עכו","201405",NA,"10141",32.9016029,35.2756942,"1 שלום הגליל,עכו","mega","private"
7290055700007,"20150706",5,374,0,1,"רשת מגה","מגה בעיר","מב. אפרידר אשקלון","5 שדרות ירושלים","אשקלון","201308",NA,"10141",31.6820266,34.5731081,"5 שדרות ירושלים,אשקלון","mega","private"
7290055700007,"20150706",21,375,0,2,"רשת מגה","מגה באינטרנט","מגה באינטרנט","WWW.MEGA.CO.IL","","0",NA,"10141",NA,NA,"WWW.MEGA.CO.IL,","mega","private"
7290055700007,"20150706",5,377,0,1,"רשת מגה","מגה בעיר","מב. פסגות ים","שדרות ירושלים","קרית-ים","200901",NA,"10141",32.8485854,35.0756384,"שדרות ירושלים,קרית-ים","mega","private"
7290055700007,"20150706",5,384,0,1,"רשת מגה","מגה בעיר","מב. פארק רעננה","אחוזה פינת ירושלים","רעננה","201409",NA,"10141",32.185126,34.854023,"אחוזה פינת ירושלים,רעננה","mega","private"
7290055700007,"20150706",5,385,0,1,"רשת מגה","מגה בעיר","מב. בית הכרם","אבי זהר","ירושלים","201106",NA,"10141",31.768319,35.21371,"אבי זהר,ירושלים","mega","private"
7290055700007,"20150706",15,388,0,1,"רשת מגה","YOU יו","מערב ראשלצ YOU","משה דיין,פ.אברהם בר","ראשון-לציון","201412",NA,"10141",31.986453,34.774326,"משה דיין,פ.אברהם בר,ראשון-לציון","mega","private"
7290055700007,"20150706",15,397,0,1,"רשת מגה","YOU יו","עתידים ת""א     ע YOU","126 דבורה הנביאה","תל-אביב","201408",NA,"10141",32.1134535,34.8423485,"126 דבורה הנביאה,תל-אביב","mega","private"
7290055700007,"20150706",5,399,0,1,"רשת מגה","מגה בעיר","מב. תל-ברוך","8 בקר","תל-אביב","201106",NA,"10141",32.1231516,34.8164043,"8 בקר,תל-אביב","mega","private"
7290055700007,"20150706",15,402,0,1,"רשת מגה","YOU יו","כפר-סבא YOU","40 ויצמן פינת כביש","כפר-סבא","201405",NA,"10141",32.1704143,34.9286963,"40 ויצמן פינת כביש,כפר-סבא","mega","private"
7290055700007,"20150706",18,411,0,1,"רשת מגה","זול בשפע","ש. לב הרצליה","2 בן גוריון","הרצליה","201108",NA,"10141",32.1663556,34.8425943,"2 בן גוריון,הרצליה","mega","private"
7290055700007,"20150706",5,412,0,1,"רשת מגה","מגה בעיר","מב. הדר הרצליה","2 הדר","הרצליה","200411",NA,"10141",32.1675871,34.8486459,"2 הדר,הרצליה","mega","private"
7290055700007,"20150706",5,413,0,1,"רשת מגה","מגה בעיר","מב. נווה אמירים    ע","82 בן גוריון","הרצליה","200411",NA,"10141",32.1545315,34.8422469,"82 בן גוריון,הרצליה","mega","private"
7290055700007,"20150706",5,415,0,1,"רשת מגה","מגה בעיר","מב. הרצליה פיתוח","34 זהר טל","הרצליה","200411",NA,"10141",32.1704475,34.8028623,"34 זהר טל,הרצליה","mega","private"
7290055700007,"20150706",5,416,0,1,"רשת מגה","מגה בעיר","מב. נוף ים","10 שער הים","הרצליה","200411",NA,"10141",32.1878511,34.8129112,"10 שער הים,הרצליה","mega","private"
7290055700007,"20150706",5,417,0,1,"רשת מגה","מגה בעיר","מב. נוה עמל","19 כצנלסון","הרצליה","200411",NA,"10141",32.1511827,34.8394723,"19 כצנלסון,הרצליה","mega","private"
7290055700007,"20150706",5,420,0,1,"רשת מגה","מגה בעיר","מב. זרובבל רמה""ש","33 סוקולוב","רמת-השרון","200411",NA,"10141",32.1416236,34.8366561,"33 סוקולוב,רמת-השרון","mega","private"
7290055700007,"20150706",5,422,0,1,"רשת מגה","מגה בעיר","מב. נצר סירני","1 אבנר בן נר","נס ציונה","201305",NA,"10141",31.9229108,34.8107521,"1 אבנר בן נר,נס ציונה","mega","private"
7290055700007,"20150706",18,427,0,1,"רשת מגה","זול בשפע","ש. אלעד","32 בן זכאי","אלעד","201106",NA,"10141",32.0480064,34.9546471,"32 בן זכאי,אלעד","mega","private"
7290055700007,"20150706",5,428,0,1,"רשת מגה","מגה בעיר","מב. אודיטוריום חיפה","134 שדרות הנשיא","חיפה","200212",NA,"10141",32.8031519,34.9862851,"134 שדרות הנשיא,חיפה","mega","private"
7290055700007,"20150706",5,429,0,1,"רשת מגה","מגה בעיר","מב. נווה שקמה ראשל""צ","פינת תור הזהב רובע ה","ראשון-לציון","200411",NA,"10141",31.9730015,34.7925013,"פינת תור הזהב רובע ה,ראשון-לציון","mega","private"
7290055700007,"20150706",15,431,0,1,"רשת מגה","YOU יו","ספיר י-ם YOU","2 אלוף יקותיאל אדם","ירושלים","201502",NA,"10141",31.8190612,35.2344106,"2 אלוף יקותיאל אדם,ירושלים","mega","private"
7290055700007,"20150706",5,433,0,1,"רשת מגה","מגה בעיר","מב. נווה סביון","חיים בר לב מרכז מסחר","אור-יהודה","201106",NA,"10141",32.029748,34.856173,"חיים בר לב מרכז מסחר,אור-יהודה","mega","private"
7290055700007,"20150706",15,436,0,1,"רשת מגה","YOU יו","ביג באר שבע YOU","דרך בית לחם","באר-שבע","201405",NA,"10141",31.2447037,34.7792459,"דרך בית לחם,באר-שבע","mega","private"
7290055700007,"20150706",5,442,0,1,"רשת מגה","מגה בעיר","מב. אואזיס ר""ג","87 הרצל","רמת-גן","201308",NA,"10141",32.0879136,34.8147871,"87 הרצל,רמת-גן","mega","private"
7290055700007,"20150706",9,448,0,1,"רשת מגה","מגה","מגה מבשרת","קניון הראל מבשרת","ירושלים","201311",NA,"10141",31.799265,35.149419,"קניון הראל מבשרת,ירושלים","mega","private"
7290055700007,"20150706",9,449,0,1,"רשת מגה","מגה","מגה קניון איילון","מבצע קדש","בני-ברק","201311",NA,"10141",32.100171,34.828516,"מבצע קדש,בני-ברק","mega","private"
7290055700007,"20150706",5,457,0,1,"רשת מגה","מגה בעיר","מב. מודיעין עזריאל ע","שדרות החשמונאים","מודיעין","201106",NA,"10141",31.887632,35.0005329,"שדרות החשמונאים,מודיעין","mega","private"
7290055700007,"20150706",5,462,0,1,"רשת מגה","מגה בעיר","מב. רמת-ישי","מרכז מסחרי קדמת ישי","רמת-ישי","201308",NA,"10141",32.704029,35.166003,"מרכז מסחרי קדמת ישי,רמת-ישי","mega","private"
7290055700007,"20150706",5,464,0,1,"רשת מגה","מגה בעיר","מב. מגדלי כרמל חיפה","20 חנה סנש","חיפה","200411",NA,"10141",32.8014247,34.9962595,"20 חנה סנש,חיפה","mega","private"
7290055700007,"20150706",5,469,0,1,"רשת מגה","מגה בעיר","מב. שער העליה חיפה","שער העליה","חיפה","201106",NA,"10141",32.816059,34.957487,"שער העליה,חיפה","mega","private"
7290055700007,"20150706",5,473,0,1,"רשת מגה","מגה בעיר","מב.הצרכניה אבן יהודה","61 המייסדים","אבן-יהודה","201106",NA,"10141",32.2696258,34.8875417,"61 המייסדים,אבן-יהודה","mega","private"
7290027600007,"06/07/2015",1,374,7,1,"שופרסל","שופרסל שלי","שלי הרצליה- הבנים","הבנים 46","הרצליה","4637948",NA,NA,32.1630262,34.8504376,"הבנים 46,הרצליה","shufersal","private"
7290027600007,"06/07/2015",7,375,7,1,"שופרסל","שופרסל אקספרס","אקספרס כ""ס- הגליל","הגליל 58","כפר סבא","",NA,NA,32.1795443,34.918792,"הגליל 58,כפר סבא","shufersal","private"
7290027600007,"06/07/2015",7,376,7,1,"שופרסל","שופרסל אקספרס","אקספרס רעננה- משה דיין","משה דיין 8","רעננה","",NA,NA,32.1814445,34.8634457,"משה דיין 8,רעננה","shufersal","private"
7290027600007,"06/07/2015",7,377,7,1,"שופרסל","שופרסל אקספרס","אקספרסירושלים- הדסה","בית חולים הדסה","ירושלים","",NA,NA,31.768319,35.21371,"בית חולים הדסה,ירושלים","shufersal","private"
7290027600007,"06/07/2015",7,379,7,1,"שופרסל","שופרסל אקספרס","אקספרס גבעתיים- כצנלסון","כצנלסון 19","גבעתיים","",NA,NA,32.0752987,34.803761,"כצנלסון 19,גבעתיים","shufersal","private"
7290027600007,"06/07/2015",7,362,7,1,"שופרסל","שופרסל אקספרס","אקספרס קרן היסוד ירושלים","קרן היסוד 27","ירושלים","",NA,NA,31.7732379,35.2201933,"קרן היסוד 27,ירושלים","shufersal","private"
7290027600007,"06/07/2015",2,364,7,1,"שופרסל","שופרסל דיל","דיל ק דימה- בן צבי","בן צבי71","קדימה","",NA,NA,32.2731416,34.9110202,"בן צבי71,קדימה","shufersal","private"
7290027600007,"06/07/2015",1,365,7,1,"שופרסל","שופרסל שלי","שלי פרדס חנה כרכור- קדמה","דרך הקידמה צמרת","כרכור","3707307",NA,NA,32.4650543,34.9730631,"דרך הקידמה צמרת,כרכור","shufersal","private"
7290027600007,"06/07/2015",7,380,7,1,"שופרסל","שופרסל אקספרס","אקספרס ת""א- מרמורק","מרמורק 10","תל אביב-יפו","",NA,NA,32.0716348,34.7798519,"מרמורק 10,תל אביב-יפו","shufersal","private"
7290027600007,"06/07/2015",1,366,7,1,"שופרסל","שופרסל שלי","שלי כפר ורדים- מרכז מסחר","מרכז מסחרי כפר ו","כפרורדים","2451700",NA,NA,32.996927,35.274683,"מרכז מסחרי כפר ו,כפרורדים","shufersal","private"
7290027600007,"06/07/2015",7,368,7,1,"שופרסל","שופרסל אקספרס","אקספרס-נשר מרגנית","נשר המרגנית 1","חיפה","",NA,NA,32.7739259,35.0297263,"נשר המרגנית 1,חיפה","shufersal","private"
7290027600007,"06/07/2015",1,369,7,1,"שופרסל","שופרסל שלי","שלי שוהם- תרשיש","עמק איילון פינת","שוהם","6080001",NA,NA,31.9957581,34.9488403,"עמק איילון פינת,שוהם","shufersal","private"
7290027600007,"06/07/2015",7,372,7,1,"שופרסל","שופרסל אקספרס","אקספרס בת ים- חשמונאים","החשמונאים 41","בת ים","",NA,NA,32.018583,34.751075,"החשמונאים 41,בת ים","shufersal","private"
7290027600007,"06/07/2015",7,373,7,1,"שופרסל","שופרסל אקספרס","אקספרס חיפה- אנטוורפן","אנטוורפן 56 דניה","חיפה","",NA,NA,32.7667684,34.9930359,"אנטוורפן 56 דניה,חיפה","shufersal","private"
7290027600007,"06/07/2015",6,608,7,1,"שופרסל","יש חסד","יש חסד ירושלים-קרית שאול","נאג'רה 2","גבעת שאול ים","",NA,NA,31.7921005,35.1919994,"נאג'רה 2,גבעת שאול ים","shufersal","private"
7290027600007,"06/07/2015",6,609,7,1,"שופרסל","יש חסד","יש חסד אלעד-ניסים גאון","ניסים גאון 79","אלעד","",NA,NA,32.0528383,34.9509909,"ניסים גאון 79,אלעד","shufersal","private"
7290027600007,"06/07/2015",6,610,7,1,"שופרסל","יש חסד","יש חסד ירושלים- רמת שלמה","ברכת אברהם 22","ירושלים","",NA,NA,31.811742,35.2173778,"ברכת אברהם 22,ירושלים","shufersal","private"
7290027600007,"06/07/2015",6,611,7,1,"שופרסל","יש חסד","יש חסד בני ברק- השומר","השומר 10","בני ברק","5137705",NA,NA,32.0813691,34.8220284,"השומר 10,בני ברק","shufersal","private"
7290027600007,"06/07/2015",2,215,7,1,"שופרסל","שופרסל דיל","דיל בית שאן-ירושלים הביר","ירושלים הבירה","בית שאן","10900",NA,NA,32.4943637,35.4960482,"ירושלים הבירה,בית שאן","shufersal","private"
7290027600007,"06/07/2015",2,261,7,1,"שופרסל","שופרסל דיל","דיל באר טוביה","אזור התעשיה","באר טוביה","8381500",NA,NA,31.727759,34.750051,"אזור התעשיה,באר טוביה","shufersal","private"
7290027600007,"06/07/2015",1,262,7,1,"שופרסל","שופרסל שלי","שלי מזכרת בתיה- בגין","שד' מנחם בגין 2","מזכרת בתיה","7680400",NA,NA,31.8501796,34.8414467,"שד' מנחם בגין 2,מזכרת בתיה","shufersal","private"
7290027600007,"06/07/2015",7,265,7,1,"שופרסל","שופרסל אקספרס","אקספרס חולון - זלמן ארן","זלמן ארן 1","חולון","",NA,NA,32.0202794,34.7679239,"זלמן ארן 1,חולון","shufersal","private"
7290027600007,"06/07/2015",1,272,7,1,"שופרסל","שופרסל שלי","שלי גבעתיים- ויצמן","ויצמן 20","גבעתיים","5339005",NA,NA,32.0738504,34.8085716,"ויצמן 20,גבעתיים","shufersal","private"
7290027600007,"06/07/2015",7,274,7,1,"שופרסל","שופרסל אקספרס","אקספרס ת""א- פלורנטין","פלורנטין 27","תל אביב","",NA,NA,32.0562623,34.7697224,"פלורנטין 27,תל אביב","shufersal","private"
7290027600007,"06/07/2015",7,277,7,1,"שופרסל","שופרסל אקספרס","אקספרס.בני בנימיןהרצליה","בני בנימין 23","הרצליה","",NA,NA,32.1722964,34.8408206,"בני בנימין 23,הרצליה","shufersal","private"
7290027600007,"06/07/2015",1,278,7,1,"שופרסל","שופרסל שלי","שלי פ""ת -העצמאות","העצמאות 65","פתח תקוה","4937999",NA,NA,32.0747459,34.8694269,"העצמאות 65,פתח תקוה","shufersal","private"
7290027600007,"06/07/2015",7,279,7,1,"שופרסל","שופרסל אקספרס","אקספרס-ת""א דרויאנוב","רח' דרויאנוב 5","תל אביב","",NA,NA,32.0768836,34.771625,"רח' דרויאנוב 5,תל אביב","shufersal","private"
7290027600007,"06/07/2015",2,280,7,1,"שופרסל","שופרסל דיל","דיל חדרה- צה""ל","צהייל 32","חדרה","3822041",NA,NA,32.4391826,34.9299588,"צהייל 32,חדרה","shufersal","private"
7290027600007,"06/07/2015",1,284,7,1,"שופרסל","שופרסל שלי","שלי תל מונד- הדקל","הדקל 49","תלמונד","4060049",NA,NA,32.2535945,34.9181908,"הדקל 49,תלמונד","shufersal","private"
7290027600007,"06/07/2015",1,287,7,1,"שופרסל","שופרסל שלי","שלי גבעתיים-שביט","עמישב 45","גבעתיים","5348832",NA,NA,32.0610717,34.8069621,"עמישב 45,גבעתיים","shufersal","private"
7290027600007,"06/07/2015",5,288,7,1,"שופרסל","יש בשכונה","יש רחובות- סירני","חיים סרני 1","רחובות","7626902",NA,NA,31.8932708,34.8217972,"חיים סרני 1,רחובות","shufersal","private"
7290027600007,"06/07/2015",5,108,7,1,"שופרסל","יש בשכונה","יש קרית עקרון- המלך חסן","המלך חסן השני 11","קרית עקרון","7692000",NA,NA,31.8599028,34.8120659,"המלך חסן השני 11,קרית עקרון","shufersal","private"
7290027600007,"06/07/2015",7,382,7,1,"שופרסל","שופרסל אקספרס","אקספרס פ""ת- היבנר","היבנר 29","פתח תקוה","",NA,NA,32.0803407,34.8755023,"היבנר 29,פתח תקוה","shufersal","private"
7290027600007,"06/07/2015",7,384,7,1,"שופרסל","שופרסל אקספרס","אקספרס קרית ביאליק","שדרות ירושלים 15","קרית ביאליק","",NA,NA,32.8239546,35.0814472,"שדרות ירושלים 15,קרית ביאליק","shufersal","private"
7290027600007,"06/07/2015",8,438,7,1,"שופרסל","אורגניק מרקט","אורגניקהרצליה- הנגב","הנגב 1 צמרות","הרצליה","",NA,NA,32.1507168,34.8451612,"הנגב 1 צמרות,הרצליה","shufersal","private"
7290027600007,"06/07/2015",8,440,7,1,"שופרסל","אורגניק מרקט","אורגניק רחובות- יעקב","יעקב 3","רחובות","",NA,NA,31.8959577,34.8117182,"יעקב 3,רחובות","shufersal","private"
7290027600007,"06/07/2015",8,441,7,1,"שופרסל","אורגניק מרקט","אורגניק ת""א- שינקין","שינקין 59","תל אביב","",NA,NA,32.0683436,34.7774177,"שינקין 59,תל אביב","shufersal","private"
7290027600007,"06/07/2015",7,444,7,1,"שופרסל","שופרסל אקספרס","אקספרס.ב""ש אביסרור","רח' יעקב כהן 8","באר שבע","",NA,NA,31.3004356,34.6220208,"רח' יעקב כהן 8,באר שבע","shufersal","private"
7290027600007,"06/07/2015",2,446,7,1,"שופרסל","שופרסל דיל","חנות גדרון-חולון","","","",NA,NA,NA,NA,",","shufersal","private"
7290027600007,"06/07/2015",2,447,7,1,"שופרסל","שופרסל דיל","חנות גדרון פתח תקוה","הסיבים 39","פתח תקווה","",NA,NA,32.0840059,34.8560232,"הסיבים 39,פתח תקווה","shufersal","private"
7290027600007,"06/07/2015",6,606,7,1,"שופרסל","יש חסד","יש חסד בית שמש- מ. מסחרי","מרכז מסחרי רמה א","בית שמש","99090",NA,NA,31.747041,34.988099,"מרכז מסחרי רמה א,בית שמש","shufersal","private"
7290027600007,"06/07/2015",6,607,7,1,"שופרסל","יש חסד","יש חסד מודיעין עלי-ק.ספר","אבני נזר 46","קרית ספר","",NA,NA,31.9310145,35.0395334,"אבני נזר 46,קרית ספר","shufersal","private"
7290027600007,"06/07/2015",5,178,7,1,"שופרסל","יש בשכונה","יש נצרת עילית-דרך חטיבות","דרך החטיבות 30","נצרת עילית","171000",NA,NA,32.6980969,35.3108772,"דרך החטיבות 30,נצרת עילית","shufersal","private"
7290027600007,"06/07/2015",5,320,7,1,"שופרסל","יש בשכונה","יש עכו- הרצל","הרצל 20 מ.רסקו","עכו","2420531",NA,NA,32.9290262,35.0771632,"הרצל 20 מ.רסקו,עכו","shufersal","private"
7290027600007,"06/07/2015",5,337,7,1,"שופרסל","יש בשכונה","יש אשקלון- התחיה","רח' התחיה 1","אשקלון","7858201",NA,NA,31.6600911,34.588856,"רח' התחיה 1,אשקלון","shufersal","private"
7290027600007,"06/07/2015",2,110,7,1,"שופרסל","שופרסל דיל","דיל בני דרור","צומת בני דרור","בני דרור","4581500",NA,NA,32.261795,34.901791,"צומת בני דרור,בני דרור","shufersal","private"
7290027600007,"06/07/2015",2,113,7,1,"שופרסל","שופרסל דיל","דיל ראשל""צ- גולדה מאיר","גולדה מאיר 1","ראשל""צ","7549050",NA,NA,31.967552,34.7852707,"גולדה מאיר 1,ראשל""צ","shufersal","private"
7290027600007,"06/07/2015",1,117,7,1,"שופרסל","שופרסל שלי","שלי תל אביב-איכילוב","ויצמן 6","ת""א","6423914",NA,NA,32.0801258,34.7898816,"ויצמן 6,ת""א","shufersal","private"
7290027600007,"06/07/2015",2,121,7,1,"שופרסל","שופרסל דיל","דיל נהריה- לוחמי הגטאות","לוחמי הגטאות 36","נהריה","2244744",NA,NA,33.0000551,35.0969422,"לוחמי הגטאות 36,נהריה","shufersal","private"
7290027600007,"06/07/2015",2,413,7,2,"שופרסל","שופרסל דיל","שופרסל ONLINE","","","",NA,NA,NA,NA,",","shufersal","private"
7290027600007,"06/07/2015",2,124,7,1,"שופרסל","שופרסל דיל","דיל בת ים- אורט ישראל","אורט ישראל 25","בת-ים","5959036",NA,NA,32.0092081,34.7462524,"אורט ישראל 25,בת-ים","shufersal","private"
7290027600007,"06/07/2015",1,80,7,1,"שופרסל","שופרסל שלי","שלי ראשל""צ- נווה הדרים","ברנשטיין 2","ראשון לציון","7550302",NA,NA,31.9621297,34.8180353,"ברנשטיין 2,ראשון לציון","shufersal","private"
7290027600007,"06/07/2015",2,83,7,1,"שופרסל","שופרסל דיל","דיל ב""ש- שאול המלך","קניון שאול המלך","באר-שבע","8446811",NA,NA,31.257415,34.768111,"קניון שאול המלך,באר-שבע","shufersal","private"
7290027600007,"06/07/2015",2,92,7,1,"שופרסל","שופרסל דיל","דיל אשדוד- שבט לוי","שבט לוי 12","אשדוד","",NA,NA,31.7773668,34.6370729,"שבט לוי 12,אשדוד","shufersal","private"
7290027600007,"06/07/2015",2,96,7,1,"שופרסל","שופרסל דיל","דיל חדרה- הפרדס","קניון גני הדרים","חדרה","3849207",NA,NA,32.4157283,34.9519493,"קניון גני הדרים,חדרה","shufersal","private"
7290027600007,"06/07/2015",2,107,7,1,"שופרסל","שופרסל דיל","דיל רחובות- קניון","רח' בילו 2","רחובות","7644201",NA,NA,31.8922497,34.8058596,"רח' בילו 2,רחובות","shufersal","private"
7290027600007,"06/07/2015",1,2,7,1,"שופרסל","שופרסל שלי","שלי ירושלים- אגרון","אגרון 1","ירושלים","942650",NA,NA,31.775676,35.218242,"אגרון 1,ירושלים","shufersal","private"
7290027600007,"06/07/2015",1,4,7,1,"שופרסל","שופרסל שלי","שלי חיפה- כרמל","שד' הנשיא 124 מר","חיפה","3463305",NA,NA,32.7940463,34.989571,"שד' הנשיא 124 מר,חיפה","shufersal","private"
7290027600007,"06/07/2015",1,5,7,1,"שופרסל","שופרסל שלי","שלי ירושלים- יובל","אורוגאי 3","ירושלים","9670102",NA,NA,31.7605551,35.1761167,"אורוגאי 3,ירושלים","shufersal","private"
7290027600007,"06/07/2015",6,81,7,1,"שופרסל","יש חסד","יש חסד מודיעין עלית דרום","","יבנה","",NA,NA,31.877958,34.739449,",יבנה","shufersal","private"
7290027600007,"06/07/2015",2,82,7,1,"שופרסל","שופרסל דיל","דיל כ""ס- סביר","התעש 14","כפר סבא","4442514",NA,NA,32.1746164,34.9264465,"התעש 14,כפר סבא","shufersal","private"
7290027600007,"06/07/2015",2,87,7,1,"שופרסל","שופרסל דיל","דיל רעננה- החרושת","החרושת 8","רעננה","4365704",NA,NA,32.1936815,34.8808327,"החרושת 8,רעננה","shufersal","private"
7290027600007,"06/07/2015",2,89,7,1,"שופרסל","שופרסל דיל","דיל עזריאלי - רמלה","שמשון הגיבור 32","רמלה","72500",NA,NA,31.9262681,34.8641581,"שמשון הגיבור 32,רמלה","shufersal","private"
7290027600007,"06/07/2015",2,91,7,1,"שופרסל","שופרסל דיל","דיל עמק חפר- אזור תעשיה","א.ת. עמק חפר","חדרה","3877701",NA,NA,32.396925,35.031799,"א.ת. עמק חפר,חדרה","shufersal","private"
7290027600007,"06/07/2015",1,93,7,1,"שופרסל","שופרסל שלי","שלי יהוד- סביונים","דרך משה דיין 7","יהוד","5645001",NA,NA,32.0322,34.8775926,"דרך משה דיין 7,יהוד","shufersal","private"
7290027600007,"06/07/2015",2,95,7,1,"שופרסל","שופרסל דיל","דיל חדרה- קניון אורות","1ניון אורות","אור עקיבא","3060000",NA,NA,32.501155,34.92663,"1ניון אורות,אור עקיבא","shufersal","private"
7290027600007,"06/07/2015",4,129,7,1,"שופרסל","שופרסל דיל אקסטרא","דיל אקסטרה נתניה- המלאכה","רח' המלאכה 32","נתניה","4250567",NA,NA,32.2843959,34.8605071,"רח' המלאכה 32,נתניה","shufersal","private"
7290027600007,"06/07/2015",7,231,7,1,"שופרסל","שופרסל אקספרס","אקספרס רעננה- רבקה גרובר","רבקה גובר  7","רעננה","",NA,NA,32.1945132,34.8504222,"רבקה גובר  7,רעננה","shufersal","private"
7290027600007,"06/07/2015",1,232,7,1,"שופרסל","שופרסל שלי","שלי צפת- מ.מסחר רמת רזים","מרכז מסחרי רמת","צפת","1341219",NA,NA,32.964648,35.495997,"מרכז מסחרי רמת,צפת","shufersal","private"
7290027600007,"06/07/2015",1,233,7,1,"שופרסל","שופרסל שלי","שלי עשרת- מרכז","מרכז מסחרי עשרת","עשרת","7685800",NA,NA,3.1387329,101.6093535,"מרכז מסחרי עשרת,עשרת","shufersal","private"
7290027600007,"06/07/2015",8,235,7,1,"שופרסל","אורגניק מרקט","אורגניק ת""א- רמת אביב ג","אבא אחימאיר 28","תל אביב","",NA,NA,32.124437,34.80405,"אבא אחימאיר 28,תל אביב","shufersal","private"
7290027600007,"06/07/2015",7,236,7,1,"שופרסל","שופרסל אקספרס","אקספרס אילת שחמון","ששת הימים 310","אילת","",NA,NA,29.5447553,34.9319841,"ששת הימים 310,אילת","shufersal","private"
7290027600007,"06/07/2015",7,239,7,1,"שופרסל","שופרסל אקספרס","אקספרס יפו- הדרור","הדרור 2","תל אביב","",NA,NA,32.0243314,34.791359,"הדרור 2,תל אביב","shufersal","private"
7290027600007,"06/07/2015",2,240,7,1,"שופרסל","שופרסל דיל","דיל רהט","מרכז מסחרי רהט","רהט","8535700",NA,NA,31.394548,34.753934,"מרכז מסחרי רהט,רהט","shufersal","private"
7290027600007,"06/07/2015",2,241,7,1,"שופרסל","שופרסל דיל","דיל בני ברק איילון","הלח""י 28","בני ברק","5120045",NA,NA,32.084932,34.835226,"הלח""י 28,בני ברק","shufersal","private"
7290027600007,"06/07/2015",2,243,7,1,"שופרסל","שופרסל דיל","דיל חדרה- היוצרים","קומבה 40","חדרה","38500",NA,NA,32.4485051,34.91022,"קומבה 40,חדרה","shufersal","private"
7290027600007,"06/07/2015",2,245,7,1,"שופרסל","שופרסל דיל","דיל ירושלים- פסגת זאב","שד' משה דין 106","ירושלים","9783701",NA,NA,31.8280038,35.2401992,"שד' משה דין 106,ירושלים","shufersal","private"
7290027600007,"06/07/2015",2,246,7,1,"שופרסל","שופרסל דיל","דיל טירת הכרמל- המלאכה","המלכה 2","טירת הכרמל","3902621",NA,NA,32.7686053,34.9670196,"המלכה 2,טירת הכרמל","shufersal","private"
7290027600007,"06/07/2015",2,248,7,1,"שופרסל","שופרסל דיל","דיל ב""ש- נווה מנחם","החשמונאים 15","באר שבע","8452015",NA,NA,31.2657792,34.7638802,"החשמונאים 15,באר שבע","shufersal","private"
7290027600007,"06/07/2015",2,251,7,1,"שופרסל","שופרסל דיל","דיל עפולה- כורש","כורש 5","עפולה","1831007",NA,NA,32.610219,35.2939329,"כורש 5,עפולה","shufersal","private"
7290027600007,"06/07/2015",5,254,7,1,"שופרסל","יש בשכונה","יש ב""ש- הרכבת","בן צבי 10","באר שבע","8489328",NA,NA,31.2440416,34.7991582,"בן צבי 10,באר שבע","shufersal","private"
7290027600007,"06/07/2015",2,256,7,1,"שופרסל","שופרסל דיל","דיל ראשל""צ- משורר השואה","משורר השואה 13","ראשון לציון","",NA,NA,31.9826045,34.7916453,"משורר השואה 13,ראשון לציון","shufersal","private"
7290027600007,"06/07/2015",5,257,7,1,"שופרסל","יש בשכונה","יש כ""ס- השקמה","השקמה 75"," כפר סבא","",NA,NA,32.1748729,34.9331661,"השקמה 75, כפר סבא","shufersal","private"
7290027600007,"06/07/2015",2,258,7,1,"שופרסל","שופרסל דיל","דיל אדמירליטי חיפה- איטי","יהודה איטין 4","מפרץ חיפה","",NA,NA,32.7940463,34.989571,"יהודה איטין 4,מפרץ חיפה","shufersal","private"
